mae_values_xgboost
"[321.8220764, 279.9055420000001, 242.0320494, 208.21163919999998, 178.14760760000001, 151.3961488, 128.191533, 107.7646514, 90.0879868, 74.687555, 61.6434402, 50.484079200000004, 41.2041428, 33.3702222, 26.9364152, 21.590545400000003, 17.3739146, 14.3371658, 11.954543399999999, 10.1887234, 9.062115, 8.2498614, 7.7629284, 7.548501, 7.373583399999999, 7.317857000000001, 7.171905000000001, 7.2284472, 7.075782800000001, 7.2753648, 7.0713908000000005, 7.1948826, 7.264395, 6.9674048, 7.3655416, 7.1053364000000006, 7.162681999999999, 7.1879498, 7.206867000000001, 7.1673874, 7.065129200000001, 7.0994364, 7.173590800000001, 7.2141166, 7.103612799999999, 7.126270000000001, 7.2813712, 7.4946188000000005, 7.223102, 7.2810228]"
