mae_scores_glm
"[6.261266999245781, 6.2722275013345214, 6.255425989816902, 6.2620607309165255, 6.3044478224716265, 6.26796623725504, 6.290702542631035, 6.2809190393987135, 6.358523369367598, 6.282887290908958, 6.263721882939901, 6.408616544006733, 6.3432385872946515, 6.238941024560155, 6.316334174472621, 6.323836234573245, 6.391473681412356, 6.415357186709795, 6.349923024732381, 6.391700116276213, 6.390419946277767, 6.3720809168651, 6.468310784770519, 6.493690274766766, 6.449282096211699, 6.559219306548587, 6.486690672069078, 6.602247440683811, 6.517327249896324, 6.506328967674877, 6.495084207161293, 6.513129186702294, 6.7154837698155445, 6.646503477828166, 6.574478797757538, 6.709874828813035, 6.599969468678711, 6.623497488786443, 6.701807969150617, 6.734590165009057, 6.841321612521044, 6.863580741530316, 6.824853585295105, 6.926096434036853, 6.886093427667362, 6.8932900112813655, 6.90625169128815, 6.90564172769723, 6.957999825191072, 6.821902063538564, 6.983164776219743, 7.029453683415585, 7.079732915610836, 7.077981223049423, 7.05860601258839, 7.1818478613015015, 7.150690985486105, 7.068196652514578, 7.217985074393876, 7.368033574488315, 7.240954371689277, 7.357838759646064, 7.501582518621715, 7.562981321534215, 7.686665420139474, 7.720903121054694, 7.7192074846327285, 7.782596432344567, 7.748559204325451, 7.805421217255599, 7.89571292485247, 7.99036607893512, 8.035537166017667, 8.033707178682167, 8.067246837063225, 8.149177049657634, 8.239345950216812, 8.259982259360346, 8.353768556623521, 8.443426296619492, 8.369421897785342, 8.519973254100744, 8.632284835692008, 8.729431594686464, 8.84007640411843, 8.969159676604018, 9.108210527007802, 9.271671863934445, 9.461859490467535, 9.706418084398896, 9.822494019467445, 10.105184459650541, 10.386862924901859, 10.65601367781503, 11.00933139056009, 11.411903031213205, 11.87326606048747, 12.398662037342135, 12.986250406840167, 13.654489752327507]"
