Pct_Civilian_Unemployed,Pct_BelowPoverty_18andOver,Pct_Population_Male_65andOver,Pct_Population_Female_65andOver,Pct_Black_65andOver,Pct_Black_Male_65andOver,Pct_Black_Female_65andOver,Pct_White_65andOver,Pct_White_Male_65andOver,Pct_White_Female_65andOver,Pct_Hisp_65andOver,Pct_Hisp_Male_65andOver,Pct_Hisp_Female_65andOver,BINGE_CrudePrev,CSMOKING_CrudePrev,OBESITY_CrudePrev,Median_Household_Income,ZCTA_pm2_5,sdi_score,Pct_White_Male_Between18and65,Pct_White_Female_Between18and65,Pct_Black_Female_Between18and65,Pct_Black_Male_Between18and65,Pct_Hisp_Male_Between18and65,Pct_Hisp_Female_Between18and65
3.0,4.429563698373747,5.415575916230367,6.5117801047120425,0.4867473821989529,0.1840641361256544,0.3026832460732984,10.769797120418849,4.982002617801047,5.7877945026178015,0.3844895287958115,0.0327225130890052,0.3517670157068062,17.1,13.4,25.5,132594.0,7.86244811275542,7.0,37.26685209424083,36.105202879581164,2.895942408376964,3.264070680628272,3.1904450261780104,4.024869109947645
3.1,3.773835096931604,6.227608008429926,8.461538461538462,0.9826132771338252,0.2924130663856691,0.690200210748156,11.456796628029505,5.026343519494205,6.4304531085353,0.5110642781875658,0.29768177028451,0.2133825079030558,16.2,13.2,25.4,128167.0,7.99038133546309,19.0,31.311907270811382,31.330347734457323,3.248155953635406,3.6116965226554267,8.840885142255006,7.002107481559537
2.4,2.423469387755102,6.8695335276967935,8.035714285714286,0.0911078717201166,0.0364431486880466,0.0546647230320699,14.212827988338192,6.669096209912537,7.543731778425657,0.6013119533527697,0.1822157434402332,0.4190962099125364,16.7,13.7,25.8,135212.0,7.95595454581074,2.0,38.99416909620991,40.92565597667638,0.9839650145772595,1.0932944606413995,3.5532069970845486,4.373177842565598
3.1,3.0233884768967485,9.241300627495722,9.683399885909868,0.7701083856246435,0.3850541928123217,0.3850541928123217,16.357672561323444,8.271534512264688,8.086138049058757,2.6811180832857957,1.1409013120365088,1.540216771249287,17.1,14.7,32.4,133902.0,7.84881959212506,5.0,35.15402167712493,38.705077010838565,1.4689104392470047,1.6400456360524813,3.051911009697661,3.6366229321163726
6.1,2.941176470588235,12.5,17.463235294117645,7.169117647058823,7.169117647058823,0.0,22.794117647058822,5.330882352941177,17.463235294117645,0.0,0.0,0.0,14.5,13.8,28.6,72163.0,7.54037579486928,28.0,29.41176470588235,30.882352941176464,9.742647058823527,0.0,0.0,0.0
3.8,5.936920222634509,10.713978124192575,14.70157609163724,2.23925587804668,1.1626905520626991,1.0765653259839807,22.271983463956595,9.068986306089052,13.202997157867538,0.9818275772973905,0.4392386530014641,0.5425889242959263,16.1,15.3,29.7,84327.0,7.48530657225173,21.0,31.142881750064596,34.55344070278185,2.971320299715787,2.402893807596245,2.015330290242012,2.971320299715787
3.4,3.740840725028924,8.229849595063634,9.703046664095645,0.9409949865021212,0.393366756652526,0.5476282298495951,16.189741612032396,7.674508291554185,8.51523332047821,0.2776706517547243,0.1156961048978017,0.1619745468569224,17.1,15.2,29.5,126532.0,7.6742152787651,2.0,37.10759737755496,35.63440030852295,3.655996914770536,3.2703432317778636,2.460470497493251,1.3806401851137677
2.6,9.32380289708394,8.056185437137819,10.833963214915595,0.7306626354245402,0.327538422776518,0.4031242126480222,15.847820609725373,6.6893424036281175,9.158478206097254,1.2975560594608213,0.2897455278407659,1.0078105316200554,16.1,11.0,22.8,106929.0,8.32499054127446,40.0,29.232804232804234,29.61703199798438,4.213907785336358,4.106827916351725,5.120937263794407,4.976064499874024
4.8,5.641899084522035,8.554396423248882,11.581860762188631,0.9750904832872048,0.2725143708750266,0.702576112412178,16.504151586118798,7.162018309559293,9.342133276559505,1.3540557802852884,0.6855439642324889,0.6685118160527996,15.8,11.7,23.8,116842.0,8.30531360653568,29.0,26.73195656802214,28.200979348520338,5.4971258249946775,5.352352565467319,5.935703640621673,5.411965084096233
4.5,2.984621610683934,7.011331444759207,7.800485633346824,0.5058680696074463,0.3642250101173613,0.141643059490085,13.334682314852287,6.292998785916633,7.041683528935653,0.2934034803723189,0.1821125050586806,0.1112909753136382,17.5,9.4,21.4,128859.0,8.30238625273115,7.0,32.97248077701336,36.564144071226224,1.6997167138810199,1.153379198704978,2.0538243626062322,2.8530959125859976
10.4,2.7426160337552745,6.047819971870605,8.790436005625878,0.0,0.0,0.0,14.556962025316457,6.047819971870605,8.509142053445851,0.0,0.0,0.0,15.4,12.4,25.4,149545.0,7.89381867603152,3.0,41.06891701828411,39.029535864978904,0.0,0.0,1.0548523206751057,1.1251758087201125
1.8,8.228571428571428,15.6,16.34285714285714,3.371428571428572,0.0,3.371428571428572,27.82857142857143,14.857142857142858,12.971428571428572,0.0,0.0,0.0,15.7,15.7,30.9,84792.0,7.48385977109223,19.0,30.057142857142853,37.028571428571425,0.0,0.0,6.057142857142858,4.9714285714285715
4.8,7.927443000306332,8.26519576032879,10.514817218256542,0.3569110966904607,0.1687216093445814,0.1881894873458792,13.871944624702572,6.285961496863508,7.585983127839066,1.6439541423318191,0.6835388276011248,0.9604153147306944,13.8,13.2,23.4,101850.0,8.38335398972041,49.0,22.88989833441488,21.377893142980753,2.9872377244213713,2.978585334198572,11.977071165909583,11.535799264546831
3.1,4.245214300282626,8.811826551654033,10.153640614562455,0.6970462664459354,0.3746623682146902,0.3223838982312451,14.057099706659695,6.383782056867358,7.673317649792338,1.6003020533821264,0.5895849670355203,1.0107170863466064,15.5,11.2,22.2,133286.0,8.26363087963882,6.0,26.746246115419243,28.43367895210711,2.3960965409079025,3.0582904940315414,5.648979117655601,5.428247799947721
4.5,3.217138165260879,8.957229230424723,11.084571172650596,2.702097484511458,1.0375457191908637,1.6645517653205943,16.26483541091289,7.374785399716355,8.890050011196536,0.7165783384339777,0.0895722923042472,0.6270060461297305,16.1,13.6,34.2,117600.0,7.97650909112352,7.0,27.229976860491153,26.520862879749195,8.845263865044414,7.733074568933342,5.195192953646339,4.060610584459207
6.1,10.41511541325391,4.560685033507074,3.7788533134772897,1.731198808637379,0.7911392405063291,0.9400595681310498,4.951600893521966,2.447877885331348,2.503723008190618,1.154132539091586,0.7818317200297841,0.3723008190618019,16.0,17.9,38.9,89886.0,7.94008597920945,64.0,14.929262844378258,16.8186895011169,23.101265822784814,18.494043186895013,9.149292628443785,11.22486969471333
5.3,7.264946874468137,5.482979127535192,7.929004073190807,0.5761560053183631,0.2258193866998712,0.3503366186184918,9.997256399974674,4.075301268387396,5.9219551315872785,0.7428824683958382,0.2933541565540383,0.4495283118417997,17.4,11.4,21.7,119624.0,8.26088441564614,33.0,28.01848764324758,25.17569592469873,3.862144651035182,3.638435725893253,5.7488972838359755,5.428107127028682
3.6,8.708789107320431,6.845704244183826,8.274439393360582,0.8175115559460594,0.4469572525499484,0.370554303396111,9.78339763914887,4.561256064484089,5.222141574664782,1.321771020361386,0.5004393169576346,0.8213317034037514,15.7,11.0,20.7,108632.0,8.37569783658264,38.0,25.125109829239406,22.859762386828134,2.739045727165068,3.3922909424303778,5.741681628910876,5.153378920426329
5.1,6.2694107416456175,8.977597416042073,11.072922274214251,0.4430825292972793,0.1656383287092633,0.277444200588016,15.876433806782888,7.304650296078513,8.571783510704376,0.6749761894902481,0.277444200588016,0.397531988902232,14.9,10.9,22.0,144628.0,8.3059765847737,8.0,28.41525529007412,27.35102902811711,2.186425938962276,2.1408753985672284,4.832498240092757,3.631620356950598
3.2,5.382352941176471,6.058434578678219,7.016058108856389,0.4201817530373604,0.1433178072375492,0.276863945799811,9.354744145141852,4.104100843620729,5.250643301521123,0.7165890361877463,0.3289795120680108,0.3876095241197355,17.0,11.1,20.9,113188.0,8.23199511843679,18.0,24.777694537637213,27.139181134165007,3.218136217061334,3.690433536366893,3.2376795544119084,3.693690759258656
4.3,1.4895656662488015,10.810412211488828,11.894403067620384,0.9291350195413318,0.3539561979205073,0.5751788216208243,18.30985915492958,9.239731583216578,9.070127571713,0.4645675097706659,0.250718973527026,0.2138485362436398,14.9,9.3,21.7,210000.0,8.18091320544919,1.0,29.17926406607182,29.437357127055527,2.676793746773837,3.9820072266057083,1.430572966595384,2.2859671115699434
5.3,14.412827880248402,8.779453128602388,9.909162170885784,2.4438603771844885,1.0743763544980864,1.369484022686402,12.491354267533543,5.84220961866556,6.649144648867986,2.4254161479227188,1.231152303223129,1.1942638446995897,14.2,16.8,28.2,69959.0,8.49106825181143,87.0,19.467883985797943,19.486328215059714,7.700465716788862,6.962696546318071,14.257389219347996,11.015815926591966
4.3,6.048780487804878,6.871883806633427,6.71652576053183,0.6286581400390201,0.1734229351831779,0.4552352048558422,9.646650769564276,5.181010188597442,4.4656405809668325,1.0549895223643326,0.6178192065900715,0.4371703157742612,15.7,13.6,23.5,106429.0,8.45908100803479,48.0,26.374738059108317,24.163595635522796,2.4785027819929186,2.7422501625840017,13.494472143941035,10.44150588915384
2.5,6.364339087863953,6.488765489228237,8.828217389068847,0.4833153375494884,0.1388246182322998,0.3444907193171885,12.0109003033575,5.12622756954085,6.884672733816649,2.1440691038099646,0.9871972852074656,1.1568718186024989,16.3,10.7,21.0,117182.0,8.50793535782701,33.0,25.985911872075683,24.412566198776286,1.6916036814232096,1.3368296570517764,7.290863283459303,6.756131420638594
3.4,13.904816513761467,8.323776758409785,11.10474006116208,0.4396024464831804,0.1815749235474006,0.2580275229357798,13.34097859327217,6.546253822629969,6.794724770642202,1.4143730886850152,0.668960244648318,0.7454128440366973,15.3,14.2,25.2,81491.0,8.50587073237475,72.0,25.516055045871557,23.767201834862384,3.2110091743119265,3.316131498470947,13.054281345565748,10.139525993883794
3.8,3.4366031348885127,7.138126425785561,10.589447347118991,1.3172418868202225,0.0,1.3172418868202225,14.357200677018175,6.291853705202738,8.065346971815439,1.4570608580469495,0.5224814187946133,0.9345794392523364,17.3,10.5,24.0,137913.0,8.52148878918308,17.0,32.268746780484214,30.362793435867253,1.8838766649495915,2.0604901022886155,5.165943042166458,4.349105894473472
10.2,4.9611815943950015,3.855380397532557,5.2775873886223446,0.9252912954078136,0.616860863605209,0.3084304318026045,7.45373543522961,3.1185743660041125,4.335161069225497,0.1713502398903358,0.0,0.1713502398903358,18.0,15.0,25.4,83047.0,8.13884741429165,42.0,28.375599725839617,24.640164496230295,8.961617546264566,13.05688827964359,3.6497601096641534,5.825908156271419
4.9,2.936096718480138,12.442429476108233,12.56476683937824,0.5685089234312033,0.295048934945308,0.2734599884858952,21.221934369602764,10.427461139896373,10.79447322970639,0.8203799654576858,0.2662636729994243,0.5541162924582614,14.7,8.8,21.1,223434.0,8.35974177539653,1.0,26.28094415659183,27.230857800805985,0.6044905008635579,0.7196315486470928,1.4896373056994818,2.4107656879677606
5.2,4.175891289411406,4.6492098633483465,6.55393541491717,2.1108481563478128,0.8702954424001832,1.2405527139476296,5.905030918390717,2.6986792884953053,3.206351629895412,0.835941674937018,0.3664401862737613,0.4695014886632567,15.4,13.1,24.7,113097.0,8.09011369709813,23.0,21.4711046644782,22.38338804488892,10.970303076570731,9.580884036949387,6.469959538896099,6.851668066264601
3.7,3.1696532464510123,13.16082876521416,15.209514076001115,0.4088079531729072,0.139366347672582,0.2694416055003252,23.882746446158137,11.3026107962464,12.580135649911734,0.7479327325095234,0.2601505156554863,0.4877822168540369,13.6,7.9,20.3,195631.0,8.5786459538165,3.0,29.27622410108706,26.433150608566386,0.9848555235529128,0.4320356777850041,1.8024714298987274,1.7653070705193719
4.1,5.843925659593863,9.003899326479972,11.860029371550109,0.6026231832683445,0.1569858712715855,0.445637311996759,16.336658732972097,7.0896845090393485,9.24697422393275,0.825441839266724,0.2734592596343748,0.5519825796323492,15.2,8.8,19.7,115099.0,8.45054533464246,24.0,25.062034739454095,24.23152883982377,1.995239783258216,1.5597305919886566,2.9017065883425333,2.957411252342128
2.1,3.7544137781941345,11.14073647041868,12.156806226129566,0.0864740217626288,0.0864740217626288,0.0,20.285364271816675,9.706708942855084,10.57865532896159,1.4124090221229373,0.6629675001801543,0.749441521942783,15.4,9.5,21.5,161333.0,8.31000382912775,2.0,27.671686964041225,31.426100742235356,0.7926785328240975,0.5548749729768683,2.486128125675578,2.9329105714491606
3.5,1.6326530612244898,6.258503401360545,8.707482993197278,1.6326530612244898,0.9523809523809524,0.6802721088435374,12.244897959183673,5.034013605442176,7.210884353741497,0.0,0.0,0.0,16.8,16.4,34.6,125833.0,8.085398745567,5.0,22.857142857142854,28.027210884353742,3.2653061224489797,9.1156462585034,3.1292517006802725,5.986394557823129
9.4,6.039724361572761,0.4865771812080537,0.6375838926174496,0.2684563758389262,0.1677852348993288,0.1006711409395973,0.8221476510067114,0.3187919463087248,0.5033557046979865,0.0,0.0,0.0,25.7,18.2,29.5,63190.0,7.85799620586712,39.0,55.68791946308724,14.496644295302014,4.144295302013423,10.46979865771812,13.859060402684564,2.986577181208054
5.5,7.22736270312572,9.448244414044687,13.360693114455083,1.486548107615139,0.5791153670770633,0.9074327405380757,17.286821705426355,6.666666666666667,10.620155038759693,1.3543091655266757,0.4879160966712266,0.8663930688554491,13.7,12.8,22.6,99566.0,8.28481602735916,60.0,20.095759233926128,19.58960328317373,4.7423620611035116,5.421796625626994,10.761513907888737,9.589603283173734
3.3,4.141291108404385,9.26416851758974,11.055384394927277,1.411478111341979,0.3224188579207566,1.0890592534212225,14.953070144013756,6.971412194597693,7.981657949416064,1.3469943397578277,0.3869026295049079,0.9600917102529196,14.8,12.4,22.1,122933.0,8.34013088659319,16.0,21.422941892956935,23.51508203768718,2.2999211865013978,1.8915239664684385,8.074801175037615,8.91309020563158
3.7,3.375640169227344,8.069472277889112,10.532175462035182,1.79915386328212,0.725896236918281,1.0732576263638387,13.89890892896905,6.01647739924293,7.882431529726119,1.2959251837007348,0.5477621910487642,0.7481629926519706,15.2,10.8,22.1,127198.0,8.27406021323881,7.0,25.571142284569138,25.45980850590069,4.337564016922734,4.297483856602093,6.310398574927633,5.219327543976842
3.1,2.214037942700527,8.659158066035715,9.776883216992848,1.1048777354288897,0.5053316774442208,0.5995460579846688,14.269196180035117,6.663526187315319,7.605669992719798,1.2590467217678043,0.4882017900732303,0.7708449316945741,16.0,11.1,22.8,139757.0,8.21232105019944,2.0,27.810372146803132,27.767547428375657,5.451586655817738,4.0897606098239905,4.813498351248341,5.571495867414671
7.2,14.022988505747128,4.083840432724814,5.895875591615956,4.232589587559161,1.9878296146044625,2.244759972954699,4.503042596348885,1.757944557133198,2.7450980392156863,0.5949966193373901,0.1081812035158891,0.486815415821501,16.0,17.5,38.4,70822.0,7.93570389012285,82.0,20.121703853955378,17.471264367816094,18.45841784989858,15.76741041244084,10.331304935767411,9.776876267748479
2.8,3.944913859321848,7.675847690113026,9.360254581367276,0.5925600790080106,0.2304400307253374,0.3621200482826731,13.557555141007352,6.45780752770767,7.099747613299681,1.2125534950071328,0.4279600570613409,0.7845934379457917,15.8,9.9,20.7,147324.0,8.41493168037642,12.0,29.929770657302754,28.95314386041918,1.3387468451662463,1.2235268298035775,3.7912871721716233,3.5882804784373974
