case_n_18plus
10.0
23.0
19.0
93.0
3.0
21.0
49.0
75.0
24.0
57.0
44.0
28.0
87.0
8.0
5.0
4.0
5.0
32.0
5.0
45.0
57.0
80.0
8.0
40.0
19.0
4.0
49.0
7.0
2.0
15.0
1.0
39.0
25.0
30.0
95.0
7.0
33.0
42.0
44.0
1.0
169.0
4.0
27.0
91.0
15.0
6.0
14.0
1.0
2.0
19.0
7.0
3.0
14.0
4.0
112.0
9.0
97.0
28.0
8.0
2.0
199.0
1.0
26.0
13.0
37.0
7.0
14.0
1.0
18.0
44.0
1.0
15.0
196.0
3.0
9.0
41.0
5.0
1.0
17.0
62.0
11.0
13.0
13.0
42.0
10.0
37.0
7.0
73.0
151.0
29.0
20.0
3.0
31.0
8.0
104.0
42.0
21.0
6.0
18.0
159.0
1.0
57.0
53.0
1.0
86.0
4.0
3.0
7.0
4.0
43.0
35.0
2.0
26.0
9.0
45.0
134.0
66.0
41.0
16.0
19.0
194.0
30.0
100.0
45.0
13.0
32.0
3.0
28.0
7.0
16.0
42.0
31.0
26.0
16.0
9.0
3.0
1.0
53.0
3.0
19.0
4.0
24.0
7.0
23.0
83.0
2.0
40.0
120.0
14.0
16.0
4.0
84.0
5.0
9.0
5.0
57.0
4.0
8.0
46.0
15.0
11.0
1.0
11.0
2.0
58.0
2.0
27.0
1.0
7.0
166.0
8.0
16.0
5.0
5.0
11.0
93.0
3.0
20.0
66.0
59.0
1.0
3.0
7.0
73.0
12.0
53.0
10.0
43.0
12.0
2.0
2.0
6.0
16.0
9.0
34.0
14.0
62.0
4.0
22.0
2.0
69.0
218.0
5.0
6.0
29.0
24.0
82.0
4.0
42.0
23.0
120.0
33.0
25.0
40.0
180.0
12.0
43.0
13.0
14.0
13.0
39.0
31.0
74.0
32.0
2.0
116.0
4.0
17.0
21.0
7.0
14.0
16.0
30.0
32.0
8.0
10.0
132.0
2.0
22.0
2.0
97.0
5.0
19.0
15.0
7.0
6.0
10.0
155.0
15.0
67.0
8.0
29.0
36.0
12.0
4.0
193.0
4.0
137.0
35.0
47.0
74.0
14.0
8.0
37.0
8.0
7.0
20.0
13.0
70.0
9.0
47.0
5.0
22.0
14.0
100.0
27.0
1.0
1.0
5.0
1.0
10.0
12.0
29.0
8.0
41.0
66.0
17.0
16.0
6.0
2.0
81.0
22.0
7.0
80.0
72.0
188.0
100.0
2.0
153.0
230.0
28.0
21.0
25.0
73.0
3.0
10.0
153.0
12.0
142.0
6.0
1.0
22.0
8.0
59.0
26.0
29.0
27.0
194.0
61.0
6.0
32.0
68.0
34.0
89.0
22.0
13.0
35.0
23.0
2.0
37.0
9.0
11.0
3.0
34.0
4.0
92.0
32.0
38.0
38.0
14.0
118.0
3.0
15.0
70.0
29.0
50.0
14.0
6.0
4.0
2.0
19.0
12.0
3.0
2.0
39.0
11.0
15.0
95.0
6.0
37.0
3.0
51.0
62.0
1.0
8.0
5.0
22.0
61.0
135.0
5.0
133.0
10.0
5.0
61.0
28.0
109.0
177.0
51.0
33.0
144.0
5.0
53.0
29.0
103.0
1.0
3.0
7.0
82.0
11.0
32.0
20.0
8.0
58.0
15.0
8.0
32.0
9.0
161.0
54.0
113.0
6.0
14.0
4.0
5.0
2.0
9.0
20.0
25.0
56.0
55.0
2.0
33.0
12.0
11.0
26.0
25.0
7.0
39.0
28.0
70.0
26.0
9.0
3.0
7.0
181.0
6.0
10.0
4.0
13.0
3.0
1.0
4.0
3.0
7.0
6.0
34.0
42.0
3.0
9.0
2.0
119.0
3.0
38.0
11.0
14.0
12.0
50.0
16.0
26.0
110.0
60.0
2.0
3.0
16.0
25.0
74.0
3.0
202.0
23.0
27.0
40.0
2.0
8.0
24.0
1.0
7.0
4.0
30.0
14.0
151.0
5.0
93.0
80.0
3.0
10.0
73.0
122.0
6.0
4.0
3.0
33.0
7.0
82.0
111.0
13.0
102.0
23.0
3.0
40.0
2.0
26.0
234.0
2.0
56.0
28.0
5.0
57.0
11.0
12.0
29.0
98.0
42.0
77.0
139.0
6.0
36.0
84.0
22.0
43.0
52.0
2.0
6.0
1.0
122.0
112.0
104.0
44.0
11.0
45.0
10.0
59.0
53.0
1.0
31.0
1.0
7.0
5.0
14.0
7.0
136.0
60.0
1.0
14.0
1.0
116.0
75.0
4.0
7.0
16.0
48.0
13.0
1.0
36.0
27.0
57.0
161.0
11.0
34.0
19.0
55.0
23.0
