Population_18andOver
2011
1430
5284
3611
10714
6444
1824
989
7419
913
22159
398
24149
806
544
4286
1682
13886
984
15876
5576
1801
260
316
39371
22650
2032
2055
2022
4319
1372
2706
26177
447
1459
18712
37871
291
4803
5691
23714
496
2189
806
49135
2779
1721
11842
40190
5074
1136
26721
5722
13536
2399
766
347
1088
4729
12474
4441
1603
20022
2151
1995
4500
3197
47383
15041
210
22682
2102
1544
841
33645
829
1452
236
1156
2607
25463
947
1983
2321
226
243
6893
2900
26551
16862
23069
43811
5460
811
1758
13628
23884
5663
3988
735
685
24329
710
2616
4089
14091
519
366
437
12572
606
718
2900
231
1619
6848
442
571
11611
116
4466
1332
29752
719
40483
31577
4321
1602
4478
173
288
36687
189
14278
537
845
1257
2403
2429
887
2957
757
1163
1785
5672
1543
5488
13684
1479
46232
5333
5960
8623
3077
4207
15403
1260
19944
7946
6344
3466
2171
1109
140
9884
11695
441
15673
4504
2537
1355
10323
359
154
538
4301
7817
1839
1086
1618
158
23351
1599
1368
5225
35316
26198
21526
2332
2598
3544
1858
393
3063
1557
22517
4759
405
4091
570
6911
948
12275
14264
1961
2081
28676
3782
5077
33213
13678
2403
29982
15757
688
17149
1598
8062
18389
736
2198
2924
554
10936
1521
10083
911
455
2329
935
37960
841
833
13083
24292
26293
14646
