Population_18andOver
13996
4091
29499
36041
26293
19853
5255
1975
3499
31272
22713
12249
204
13083
2613
20297
1257
4694
845
719
46650
31609
17154
23054
25121
3197
31129
24594
8388
17572
32165
36687
24448
37960
5488
7012
544
11611
12965
15876
23485
9884
1422
1750
46230
34431
13397
10744
47383
26177
24149
30701
13561
21687
27678
19449
10464
13589
5836
13896
26198
21526
19747
13877
735
5960
21930
13957
22455
23351
7395
18226
11172
20198
51664
43332
59695
33213
22779
20480
43811
14091
16862
24723
11579
1156
2757
10597
14632
12275
39371
13484
25750
7986
9351
26439
25215
14998
26858
29635
22650
22517
22691
19597
43725
22159
4293
1934
398
818
296
6759
455
1312
1212
1238
4393
323
649
2598
18839
841
3190
320
11006
827
1783
4997
2421
393
2102
1721
11842
172
15041
10810
40574
21251
5152
2435
6073
1682
2054
4109
22197
22682
12572
1479
6893
2022
553
2289
2500
602
25069
1802
452
519
340
3794
1994
3436
518
1060
845
15608
2499
7986
1543
1276
6907
25895
1004
6911
1307
685
883
562
612
231
554
197
1949
606
4286
2487
1176
873
2198
2332
527
2198
1182
1001
92
1452
783
213
33645
23069
723
537
7419
7087
189
3847
5077
7976
1372
913
885
887
9275
3310
2340
4121
1961
4093
2035
676
4099
803
4803
3205
27879
19944
34280
13678
2957
1521
4165
243
5672
789
3782
1641
1115
4812
1120
6827
3208
154
1139
1602
2087
1263
7864
12782
237
1413
8122
1071
1232
4565
4504
571
24593
7946
773
13581
4805
1221
3064
158
989
442
6557
911
4006
1075
1303
874
3466
1690
1737
673
750
337
25532
28589
17387
2039
3872
1430
2403
347
1459
9136
7345
192
1723
1136
2744
4132
612
10985
2425
4500
811
174
1950
495
28514
39784
19031
13684
127
22883
8029
338
6586
1599
3544
226
173
670
405
19509
5208
5234
2429
1498
2399
9657
935
1331
140
5470
860
1590
304
472
496
4301
39432
35316
5400
4319
31577
13205
20509
40190
29982
34589
12860
21038
28676
26551
5691
28421
23714
34367
25463
20022
17620
20801
14278
1050
841
606
406
1582
3611
6548
1112
374
44462
26323
49831
29430
17401
12663
2569
441
501
2779
1163
573
351
26
766
1284
833
1125
2755
851
2787
2827
153
281
13844
1244
1013
37381
22179
757
3293
1322
686
34269
46641
26721
46232
40079
40483
3280
829
49447
58586
291
4701
17377
25883
17149
22562
5663
19250
10808
7084
13628
23884
3988
23563
5074
20227
30481
2900
5333
10905
23301
17177
30729
359
10333
9329
10323
7817
4014
41373
32266
2998
14264
18712
3063
19491
7764
20133
13536
10812
30104
15757
1544
5092
1332
236
2189
948
27671
27844
1826
19230
10429
3755
12680
688
2267
2706
5460
476
420
444
917
12474
1031
10083
863
442
24039
1557
1619
6065
2261
718
9301
221
829
480
1607
1292
1660
2144
260
1668
496
2943
206
366
316
1758
287
15503
1077
2403
2011
2731
1324
3608
2131
4937
3384
4184
6848
1471
1109
2632
3218
2764
215
1314
2683
1179
1100
448
112
948
1908
806
548
6285
4466
437
23380
6344
13835
12026
6953
18389
29752
21433
2226
5225
10714
109
679
49135
4254
5576
4137
1785
1689
1424
955
24292
1086
594
5459
1479
492
2607
8927
1801
140
3091
4206
2081
3818
6024
1995
116
3890
5284
1260
2616
260
23734
1138
8969
1316
3855
3145
1634
1839
3816
2606
2349
1603
19300
937
6224
2661
736
15673
30845
370
1916
1052
229
231
7199
2171
6444
1233
14646
3384
511
12854
9168
14046
7707
2048
217
9395
707
455
4813
1618
984
5085
6707
2402
709
1402
4803
570
366
1983
1183
6748
2903
1355
4318
4759
602
7446
551
2032
582
5013
5817
4272
663
2055
704
1747
1643
327
7427
11695
1368
1394
538
1264
2924
3115
480
5852
729
1336
786
1088
1389
2537
14030
4647
7817
1387
3720
1150
477
1034
11686
4818
5027
1135
540
4207
5082
1272
939
2077
3094
10936
28914
161
7162
3207
4729
11012
3382
1858
260
73
1824
933
2705
5026
2321
210
13886
236
328
433
1170
1203
1775
1352
1563
947
360
8623
1189
4441
447
468
209
2677
288
21275
37871
15403
8062
4200
1817
8253
7259
16157
1119
2671
2669
1753
970
7105
1160
128
4089
24329
21562
3113
6124
19131
1138
3077
1913
2463
6053
5012
352
4478
773
981
751
1598
13000
3294
3493
806
1158
382
4612
7885
2329
5945
10817
1670
1164
864
1426
829
525
605
7252
253
5722
541
6080
2148
739
5681
2151
1365
2900
2537
4321
710
2351
4316
2356
268
